surah,ayah,arabic_text,translation,footnotes
108,1,إِنَّآ أَعۡطَيۡنَٰكَ ٱلۡكَوۡثَرَ,"1. Ние навистина ти ја дадовме Кевсер,",
108,2,فَصَلِّ لِرَبِّكَ وَٱنۡحَرۡ,"2. па затоа моли Му се на Господарот свој и курбан коли,",
108,3,إِنَّ شَانِئَكَ هُوَ ٱلۡأَبۡتَرُ,3. а тој што те мрази – сигурно без помен ќе остане.,
