surah,ayah,arabic_text,translation,footnotes
108,1,إِنَّآ أَعۡطَيۡنَٰكَ ٱلۡكَوۡثَرَ,(Rasûlüm!) Kuşkusuz biz sana Kevser'i verdik. ,
108,2,فَصَلِّ لِرَبِّكَ وَٱنۡحَرۡ,Şimdi sen Rabbin için namaz kıl ve kurban kes. ,
108,3,إِنَّ شَانِئَكَ هُوَ ٱلۡأَبۡتَرُ,"Asıl sonu kesik olan, şüphesiz sana hınç besleyendir.",
