surah,ayah,arabic_text,translation,footnotes
110,1,إِذَا جَآءَ نَصۡرُ ٱللَّهِ وَٱلۡفَتۡحُ,"Kada Allahova pomoć i pobjeda dođu,",
110,2,وَرَأَيۡتَ ٱلنَّاسَ يَدۡخُلُونَ فِي دِينِ ٱللَّهِ أَفۡوَاجٗا,"i vidiš ljude kako u skupinama u Allahovu vjeru ulaze,",
110,3,فَسَبِّحۡ بِحَمۡدِ رَبِّكَ وَٱسۡتَغۡفِرۡهُۚ إِنَّهُۥ كَانَ تَوَّابَۢا,"ti slavi i veličaj Gospodara svoga hvaleći Ga i moli Ga da ti oprosti, On, zaista, pokajanje stalno prima.",
