surah,ayah,arabic_text,translation,footnotes
103,1,وَٱلۡعَصۡرِ,អល់ឡោះស្បថនឹងពេលវេលា។,
103,2,إِنَّ ٱلۡإِنسَٰنَ لَفِي خُسۡرٍ,ពិតប្រាកដណាស់ មនុស្សលោកគឺស្ថិតកុ្នងភាពខាតបង់។,
103,3,إِلَّا ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ وَتَوَاصَوۡاْ بِٱلۡحَقِّ وَتَوَاصَوۡاْ بِٱلصَّبۡرِ,លើកលែងតែបណ្ដាអ្នកដែលមានជំនឿ និងបានសាងអំពើ ល្អត្រឹមត្រូវ និងបានផ្ដែផ្ដាំគ្នាឱ្យប្រកាន់ខ្ជាប់នូវការពិត និងបានផ្ដែផ្ដាំ គ្នាឱ្យមានការអត់ធ្មត់ប៉ុណ្ណោះ។,
