surah,ayah,arabic_text,translation,footnotes
97,1,إِنَّآ أَنزَلۡنَٰهُ فِي لَيۡلَةِ ٱلۡقَدۡرِ,1਼ ਬੇਸ਼ੱਕ ਅਸੀਂ ਇਸ (.ਕੁਰਆਨ) ਨੂੰ (ਰਮਜ਼ਾਨ ਮਹੀਨੇ ਦੀ) ਇਕ ਭਾਗਾਂ ਵਾਲੀ ਰਾਤ ਵਿਚ ਉਤਾਰਿਆ।1,"1 ਇਹ ਭਾਗਾਂ ਵਾਲੀ ਰਾਤ ਪਵਿੱਤਰ ਰਮਜ਼ਾਨ ਮਹੀਨੇ ਦੇ ਆਖ਼ਰੀ ਦਸ ਦਿਨਾਂ ਦੀ ਟਾਂਕ ਰਾਤਾਂ ਵਿੱਚੋਂ ਕੋਈ ਇਕ ਰਾਤ ਹੈ। ਜਿਵੇਂ ਸਤਿਕਾਰਯੋਕ ਮੁਹੰਮਦ (ਸ:) ਨੇ ਫ਼ਰਮਾਇਆ “ਲੈਲਾਤੁਲ-ਕਦਰ (ਭਾਗਾਂ ਵਾਲੀ ਰਾਤ) ਰਮਜ਼ਾਨ ਮਹੀਨੇ ਦੇ ਆਖ਼ਰੀ ਦਸ ਦਿਨਾਂ ਦੀਆਂ ਟਾਂਕ ਰਾਤਾਂ ਵਿਚ ਲੱਭੋ।” (ਸਹੀ ਬੁਖ਼ਾਰੀ, ਹਦੀਸ: 2017)"
97,2,وَمَآ أَدۡرَىٰكَ مَا لَيۡلَةُ ٱلۡقَدۡرِ,2਼ ਅਤੇ ਤੁਸੀਂ ਭਲਾ ਕੀ ਜਾਣੋਂ ਕਿ ਉਹ ਭਾਗਾਂ ਵਾਲੀ ਰਾਤ ਕੀ ਹੈ ?,
97,3,لَيۡلَةُ ٱلۡقَدۡرِ خَيۡرٞ مِّنۡ أَلۡفِ شَهۡرٖ,3਼ ਇਹ ਭਾਗਾਂ ਵਾਲੀ ਰਾਤ (ਹਰ ਪੱਖੋਂ) ਹਜ਼ਾਰ ਮਹੀਨਿਆਂ ਤੋਂ ਵਧੀਆ ਹੈ।,
97,4,تَنَزَّلُ ٱلۡمَلَٰٓئِكَةُ وَٱلرُّوحُ فِيهَا بِإِذۡنِ رَبِّهِم مِّن كُلِّ أَمۡرٖ,4਼ ਇਸ ਰਾਤ ਵਿਚ ਫ਼ਰਿਸ਼ਤੇ ਅਤੇ ਰੂਹ (ਜਿਬਰਾਈਲ) ਆਪਣੇ ਰੱਬ ਦੇ ਹੁਕਮ ਨਾਲ ਹਰ ਕੰਮ ਲਈ (ਅਕਾਸ਼ ਤੋਂ ਧਰਤੀ ਉੱਤੇ) ਉੱਤਰਦੇ ਹਨ।,
97,5,سَلَٰمٌ هِيَ حَتَّىٰ مَطۡلَعِ ٱلۡفَجۡرِ,5਼ (ਉਹ ਪੂਰੀ ਰਾਤ) ਪਹੁ ਫੱਟਣ ਤਕ ਸਲਾਮਤੀ ਹੀ ਸਲਾਮਤੀ ਹੈ।,
