surah,ayah,arabic_text,translation,footnotes
81,11,وَإِذَا ٱلسَّمَآءُ كُشِطَتۡ,ߊ߬ ߣߌ߫ ߣߌ߫ ߡߐ߲ߕߐ߲ ߟߊߦߌ߬ߙߌ߲߬ߘߌ߬ ߘߊ߫ ߕߎ߬ߡߊ ߡߍ߲ ( ߞߊ߬ ߓߐ߫ ߊ߬ ߣߐ߭ ߘߐ߫ ),
81,12,وَإِذَا ٱلۡجَحِيمُ سُعِّرَتۡ,ߊ߬ ߣߌ߫ ߣߌ߫ ߥߋ߲߯ߓߋ ߟߊߡߍߣߍ߲߫ ߘߊ߫ ߕߎ߬ߡߊ ߡߍ߲,
81,13,وَإِذَا ٱلۡجَنَّةُ أُزۡلِفَتۡ,ߊ߬ ߣߌ߫ ߣߌ߫ ߡߍ߲ߘߌߦߊ߫ ߡߊߛߎ߬ߘߎ߲߬ߧߊ߬ ߘߊ߫ ߕߎ߬ߡߊ ߡߍ߲,
81,14,عَلِمَتۡ نَفۡسٞ مَّآ أَحۡضَرَتۡ,ߣߌߡߊ ߘߴߊ߬ ߟߐ߲߫ ( ߏ ߕߎ߬ߡߊ ) ߊ߬ ߞߊ߬ ߡߍ߲ ߠߊߣߊ߬ ( ߗߋߥߊߟߌ߫ ߘߐ߫ ),
81,15,فَلَآ أُقۡسِمُ بِٱلۡخُنَّسِ,ߍ߲߬ߍ߲߫ ߸ ߒ ߧߋ߫ ߒ ߞߊ߬ߟߌ߬ ߟߊ߫ ߟߋ߬ ߘߏ߲߬ߘߏ߲߬ߠߌ߲߬ ߟߏߟߏ ߟߎ߬ ߟߊ߫ ( ߊ߬ ߞߐߙߐ߲߫ ߘߐ߫ ),
81,16,ٱلۡجَوَارِ ٱلۡكُنَّسِ,ߣߊߟߌ߬ߡߎ߲߫ ߓߏ߬ߙߌ߬ߟߊ߫ ߘߏ߲߰ߠߌ߲߬ߠߊ ߟߎ߬ ߘߌ߫ ( ߗߙߎ߫ ),
81,17,وَٱلَّيۡلِ إِذَا عَسۡعَسَ,ߊ߬ ߣߌ߫ ߛߎ ߞߏ߬ߕߐ ߝߣߊ߫ ߟߊ߫,
81,18,وَٱلصُّبۡحِ إِذَا تَنَفَّسَ,ߊ߬ ߣߌ߫ ߞߣߍ ߓߕߐ ߟߊ߫,
81,19,إِنَّهُۥ لَقَوۡلُ رَسُولٖ كَرِيمٖ,( ߘߐ߬ߛߊߙߌ ) ߦߋ߫ ߞߋߟߊ߫ ߞߊ߬ߡߙߊ߬ߒߞߋ ( ߟߊ߫ ߟߊ߬ߛߋ߬ߟߌ߬ ) ߞߊ߲ ߠߋ߬ ߘߌ߫ ߘߋ߬,
81,20,ذِي قُوَّةٍ عِندَ ذِي ٱلۡعَرۡشِ مَكِينٖ,ߛߍ߲ߓߍߕߌ߯ ߡߝߊߣߍ߲ ߠߋ߫ ߛߍ߬ߡߍ ߕߌ߱ ߕߍ߬ߟߊ ߘߐ߫,
81,21,مُّطَاعٖ ثَمَّ أَمِينٖ,ߞߊ߲ߡߌߘߕߊ ߟߴߊ߬ ߘߌ߫ ߦߋ߲߬ ߟߊߒߠߊߒߕߋ ߟߋ߬,
81,22,وَمَا صَاحِبُكُم بِمَجۡنُونٖ,ߊߟߎ߫ ߘߍ߬ߢߐ߲߮ ߕߍ߫ ߝߊ߬ߕߐ߬ ߘߌ߫ ߞߏߦߌ߫,
81,23,وَلَقَدۡ رَءَاهُ بِٱلۡأُفُقِ ٱلۡمُبِينِ,ߊ߬ ߞߊ߬ ‹ ߖߌ߬ߓߙߌߟߎ߫ › ߦߋ߫ ߢߊߡߌߟߏ߫ ߘߐߜߍ ߘߐ߫ ߟߋ߬ ߛߎߋ߫,
81,24,وَمَا هُوَ عَلَى ٱلۡغَيۡبِ بِضَنِينٖ,ߊ߬ ߘߏ߲߬ ߕߍ߫ ߞߣߐߘߐߖߎ߯ ߘߌ߫ ߞߏ߫ ߘߏ߲߰ߣߍ߲߫ ߞߊ߲߬,
81,25,وَمَا هُوَ بِقَوۡلِ شَيۡطَٰنٖ رَّجِيمٖ,‹ ߘߐ߬ߛߊߙߌ ߘߏ߲߬ › ߕߍ߫ ߜߍ߬ߘߍ߫ ߞߙߎ߬ߟߊ߬ߓߏ߲߬ߕߊ ߟߊ߫ ߟߊ߬ߛߋ߬ߟߌ߬ ߞߊ߲߫ ߘߌ߫,
81,26,فَأَيۡنَ تَذۡهَبُونَ,ߒ߬ߓߵߊߟߎ߫ ߥߊߕߐ߫ ߡߌ߲߫ ( ߘߐ߬ߛߊߙߌ ߟߊ߫ ߞߊ߲ߘߊ߫ ߛߌߟߊ ߞߐ߫) ߛߊ߫؟,
81,27,إِنۡ هُوَ إِلَّا ذِكۡرٞ لِّلۡعَٰلَمِينَ,ߊ߬ ߘߏ߲߬ ߕߍ߫ ߘߏ߫ ߜߘߍ߫ ߘߌ߫ ߝߏ߫ ߖߊ߯ߓߊ ߟߎ߫ ߖߊ߲߬ߓߌߟߊ,
81,28,لِمَن شَآءَ مِنكُمۡ أَن يَسۡتَقِيمَ,ߡߐ߰ ߦߋ߫ ߞߊ߬ߣߌ߲߫ ߖߘߍ߬ ߟߊ߬ߕߋߟߋ߲ ߓߊ߯ ߘߌߦߊ߫ ߡߍ߲ ߦߋ߫ ߊߟߎ߫ ߘߐ߫,
81,29,وَمَا تَشَآءُونَ إِلَّآ أَن يَشَآءَ ٱللَّهُ رَبُّ ٱلۡعَٰلَمِينَ,ߊ߬ ߘߏ߲߬ ߕߍ߫ ߊߟߎ߫ ߘߌߦߊ߫ ߝߋߎ߫ ߝߏ߫ ߊ߬ ߓߊ߯ ߖߊ߯ߓߊ ߟߎ߫ ߡߊ߰ߙߌ ߊߟߊ߫ ߘߌߦߊ߫,
