surah,ayah,arabic_text,translation,footnotes
30,11,ٱللَّهُ يَبۡدَؤُاْ ٱلۡخَلۡقَ ثُمَّ يُعِيدُهُۥ ثُمَّ إِلَيۡهِ تُرۡجَعُونَ,ߊߟߊ߫ ߟߋ߬ ߘߊ߲ߠߌ߲ ߠߊߝߟߐ߫ ߟߊ߫ ߞߊ߬ ߓߊ߲߫ ߞߵߊ߬ ߡߊߛߊ߬ߦߌ߬ ، ߏ߬ ߟߋ ߞߐ߫ ߊߟߎ߫ ߘߌߣߊ߬ ߟߊߛߊ߬ߦߌ߲߫ ߊ߬ ߡߊ߬,
30,12,وَيَوۡمَ تَقُومُ ٱلسَّاعَةُ يُبۡلِسُ ٱلۡمُجۡرِمُونَ,ߟߐ߬ߓߊ ߟߐ߬ߕߐ߫ ߟߏ߲ ߡߍ߲ ߸ ߛߐ߲߬ߡߊ ߟߎ߬ ߘߌ߫ ߖߌ߰ߕߍ߰,
30,13,وَلَمۡ يَكُن لَّهُم مِّن شُرَكَآئِهِمۡ شُفَعَٰٓؤُاْ وَكَانُواْ بِشُرَكَآئِهِمۡ كَٰفِرِينَ,ߛߟߏ߬ߣߊ߬ߓߊ߯ ߟߎ߫ ߕߍ߫ ߞߍ߫ ߊ߬ߟߎ߬ ߟߴߊ߬ߟߎ߫ ߜߙߊ߬ߢߐ߲߮ ߠߎ߬ ߘߐ߫ ، ߊ߬ߟߎ߫ ߝߊ߲߭ ߓߊ߲߬ߕߐ߫ ߟߴߊ߬ߟߎ߫ ߜߙߊ߬ߢߐ߲߮ ߠߎ߬ ߘߐ߫,
30,14,وَيَوۡمَ تَقُومُ ٱلسَّاعَةُ يَوۡمَئِذٖ يَتَفَرَّقُونَ,ߟߐ߬ߓߊ ߟߐ߬ߕߐ߫ ߟߏ߲ ߡߍ߲ ߸ ߊ߬ߟߎ߫ ߥߊ߲߬ߖߊ߲߬ߕߐ߫ ߏ߬ ߟߏ߲ ߠߋ߬,
30,15,فَأَمَّا ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ فَهُمۡ فِي رَوۡضَةٖ يُحۡبَرُونَ,ߡߍ߲ ߠߎ߬ ߞߍߣߍ߲߫ ߓߊ߯ ߞߍ߫ ߟߊߒߠߦߊߓߊ߮ ߟߎ߬ ߘߌ߫ ߞߊ߬ ߢߌ߬ߡߊ ߟߎ߬ ߞߍ߫ ߸ ߏ߬ ߟߎ߬ ߢߊߛߎߡߊߕߐ߫ ߟߋ߬ ( ߡߍ߲ߘߌߦߊ߫ ) ߘߟߊ߬ߞߊ߲ ߠߊ߫,
30,16,وَأَمَّا ٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِـَٔايَٰتِنَا وَلِقَآيِٕ ٱلۡأٓخِرَةِ فَأُوْلَٰٓئِكَ فِي ٱلۡعَذَابِ مُحۡضَرُونَ,ߡߍ߲ ߠߎ߫ ߣߵߊ߬ߟߎ߫ ߓߊ߲߬ ߠߊ߫ ߞߊ߬ ߒ߬ ߠߊ߫ ߟߝߊߙߌ ߟߎ߬ ߣߌ߫ ߛߎ߬ߟߊ߫ ߓߍ߲߬ߢߐ߲߰ߦߊ ߞߍ߫ ߥߎߦߊ ߘߌ߫ ߸ ߏ߬ ߟߎ߫ ߟߋ߬ ߟߊߣߊ߬ߕߐ߫ ߖߊ߲߰ߞߕߊ ߘߐ߫,
30,17,فَسُبۡحَٰنَ ٱللَّهِ حِينَ تُمۡسُونَ وَحِينَ تُصۡبِحُونَ,ߛߊߣߌ߲ߧߊ ߊߟߊ߫ ߦߋ߫ ߊߟߎ߫ ߦߋ߫ ߛߎ ߟߊߞߏ߬ ߟߊ߫ ߕߎ߬ߡߊ ߡߍ߲ ߸ ߊ߬ ߣߴߊߟߎ߫ ߦߋ߫ ߞߣߍ ߟߊߓߐ߫ ߟߊ߫ ߕߎ߬ߡߊ ߡߍ߲,
30,18,وَلَهُ ٱلۡحَمۡدُ فِي ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَعَشِيّٗا وَحِينَ تُظۡهِرُونَ,ߕߊ߲߬ߘߏ ߦߴߊ߬ ߦߋ߫ ߛߊ߲ ߠߎ߬ ߣߌ߫ ߘߎ߱ ߞߊ߲߬ ߸ ߊ߬ ߣߌ߫ ߥߎ߬ߙߊ ߟߊ߫، ߊ߬ ߣߴߊߟߎ߫ ߦߋ߫ ߕߟߋ߬ߜߊ ߘߐ߫ ߕߎ߬ߡߊ ߡߍ߲,
30,19,يُخۡرِجُ ٱلۡحَيَّ مِنَ ٱلۡمَيِّتِ وَيُخۡرِجُ ٱلۡمَيِّتَ مِنَ ٱلۡحَيِّ وَيُحۡيِ ٱلۡأَرۡضَ بَعۡدَ مَوۡتِهَاۚ وَكَذَٰلِكَ تُخۡرَجُونَ,ߊ߬ ߦߋ߫ ߣߌߡߊ ߟߊߓߐ߫ ߟߊ߫ ߛߎ߭ ߘߐ߫ ߞߊ߬ ߛߎ߭ ߟߊߓߐ߫ ߣߌߡߊ ߘߐ߫ ، ߊ߬ ߦߋ߫ ߘߎ߱ ߟߊߣߌߡߦߊ߫ ߟߴߊ߬ ߛߊ߬ߣߍ߲ ߞߐ߫، ߒ߬ߓߵߊߟߎ߫ ߟߊߓߕߐ߫ ߕߋ߲߬ ߠߋ߬ ( ߟߐ߬ߓߊ ߟߏ߲ ),
30,20,وَمِنۡ ءَايَٰتِهِۦٓ أَنۡ خَلَقَكُم مِّن تُرَابٖ ثُمَّ إِذَآ أَنتُم بَشَرٞ تَنتَشِرُونَ,ߊ߬ ߟߊ߫ ( ߛߋߓߊ߯ߦߊ ) ߕߐ߰ߡߊ߬ߛߙߋ ߟߎ߬ ߘߏ߫ ߟߵߊߟߎ߫ ߘߊ߲ ߘߌ߫ ߓߎ߰ߘߌ ߘߐ߫ ، ߘߊ߬ߡߊ߲߬ߛߊ߫ ߊߟߎ߫ ߓߘߊ߫ ߞߍ߫ ߡߐ߱ ߘߌ߫ ߞߊ߬ ߖߍ߲ߛߍ߲߫,
30,21,وَمِنۡ ءَايَٰتِهِۦٓ أَنۡ خَلَقَ لَكُم مِّنۡ أَنفُسِكُمۡ أَزۡوَٰجٗا لِّتَسۡكُنُوٓاْ إِلَيۡهَا وَجَعَلَ بَيۡنَكُم مَّوَدَّةٗ وَرَحۡمَةًۚ إِنَّ فِي ذَٰلِكَ لَأٓيَٰتٖ لِّقَوۡمٖ يَتَفَكَّرُونَ,ߊ߬ ߟߊ߫ ( ߛߋߓߊ߯ߦߊ ) ߕߐ߰ߡߊ߬ߛߙߋ ߟߎ߬ ߘߏ߫ ߟߵߊߟߎ߫ ߝߘߎߡߊ ߟߎ߬ ߘߊ߲ ߘߴߊߟߎ߫ ߦߋ߫ ߊߟߎ߫ ߖߍ߬ߘߍ ߘߐ߫ ߛߴߊߟߎ߫ ߘߴߊߟߎ߫ ߡߝߊ߫ ߏ߬ ߟߎ߫ ߝߍ߬ ، ߊ߬ ߣߴߊ߬ ߞߊ߬ ߟߊ߬ߘߌߦߊߢߍ ߣߌ߫ ߤߌߣߊ ߞߍ߫ ߊߟߎ߫ ߣߌ߫ ߢߐ߲߮ ߕߍ߫ ، ߕߊ߰ߛߌ߬ߟߌ߫ ߟߴߏ߬ ߘߐ߫ ߡߌ߬ߙߌ߲߬ߘߌ߫ ߞߏߘߐߡߙߌߟߊ ߦߋ߫ ߘߋ߬,
30,22,وَمِنۡ ءَايَٰتِهِۦ خَلۡقُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَٱخۡتِلَٰفُ أَلۡسِنَتِكُمۡ وَأَلۡوَٰنِكُمۡۚ إِنَّ فِي ذَٰلِكَ لَأٓيَٰتٖ لِّلۡعَٰلِمِينَ,ߊ߬ ߟߊ߫ ( ߛߋߓߊ߯ߦߊ ) ߕߐ߰ߡߊ߬ߛߙߋ ߟߎ߬ ߘߏ߫ ߟߋ߬ ߛߊ߲ ߠߎ߬ ߣߌ߫ ߘߎ߱ ߘߊ߲ ߘߌ߫ ߸ ߊ߬ ߣߴߊߟߎ߫ ߟߊ߫ ߞߊ߲ ߠߎ߬ ߣߴߊߟߎ߫ ߞߐ߬ߟߐ ߟߎ߬ ߓߐߢߐ߲߰ߡߊ ߘߌ߫ ، ߕߊ߰ߛߌ߬ߟߌ߫ ߟߴߏ߬ ߘߐ߫ ߖߊ߯ߓߊ ߟߎ߬ ߦߋ߫ ߘߋ߬,
30,23,وَمِنۡ ءَايَٰتِهِۦ مَنَامُكُم بِٱلَّيۡلِ وَٱلنَّهَارِ وَٱبۡتِغَآؤُكُم مِّن فَضۡلِهِۦٓۚ إِنَّ فِي ذَٰلِكَ لَأٓيَٰتٖ لِّقَوۡمٖ يَسۡمَعُونَ,ߊ߬ ߟߊ߫ ( ߛߋߓߊ߯ߦߊ ) ߕߐ߰ߡߊ߬ߛߙߋ ߟߎ߬ ߘߏ߫ ߟߋ߬ ߊߟߎ߫ ߟߊ߫ ߛߎ߬ߣߐ߮ ߘߌ߫ ߛߎ ߣߌ߫ ߕߋ߬ߟߋ ߘߐ߫ ߸ ߊ߬ ߣߴߊߟߎ߫ ߟߊ߫ ߢߌߣߌ߲ߠߌ߲ ߊ߬ ߟߊ߫ ߢߊ߬ߒߡߊ߭ ߘߏ߫ ߟߊ߫ ، ߕߊ߰ߛߌ߬ߟߌ߫ ߟߴߏ߬ ߘߐ߫ ߡߌ߬ߙߌ߲߬ߘߌ߬ ߕߟߏߡߊߟߐߟߊ ߠߎ߬ ߦߋ߫ ߘߋ߬,
30,24,وَمِنۡ ءَايَٰتِهِۦ يُرِيكُمُ ٱلۡبَرۡقَ خَوۡفٗا وَطَمَعٗا وَيُنَزِّلُ مِنَ ٱلسَّمَآءِ مَآءٗ فَيُحۡيِۦ بِهِ ٱلۡأَرۡضَ بَعۡدَ مَوۡتِهَآۚ إِنَّ فِي ذَٰلِكَ لَأٓيَٰتٖ لِّقَوۡمٖ يَعۡقِلُونَ,ߊ߬ ߟߊ߫ ( ߛߋߓߊ߯ߦߊ ) ߕߐ߰ߡߊ߬ߛߙߋ ߟߎ߬ ߘߏ߫ ߟߋ߬ ߡߍ߯ߡߍ߮ ߦߌ߬ߘߊ ߘߴߊߟߎ߫ ߟߊ߫ ߸ ߛߌߟߊ߲ ߣߌ߫ ߣߊ߬ߕߊ ߘߌ߫ ߸ ߊ߬ ߣߴߊ߬ ߦߋ߫ ߖߌ ߟߊߖߌ߰ ߟߊ߫ ߞߊ߬ ߓߐ߫ ߡߐ߲ߕߐ߲ ߘߐ߫ ߞߊ߬ ߘߎ߱ ߟߊߣߌߡߦߊ߫ ߏ߬ ߟߊ߫ ߊ߬ ߛߊ߬ߣߍ߲ ߞߐ߫ ، ߕߊ߰ߛߌ߬ߟߌ߫ ߟߴߏ߬ ߘߐ߫ ߡߌ߬ߙߌ߲߬ߘߌ߫ ߤߊ߲ߞߟߌߡߊ ߟߎ߬ ߦߋ߫ ߘߋ߬,
30,25,وَمِنۡ ءَايَٰتِهِۦٓ أَن تَقُومَ ٱلسَّمَآءُ وَٱلۡأَرۡضُ بِأَمۡرِهِۦۚ ثُمَّ إِذَا دَعَاكُمۡ دَعۡوَةٗ مِّنَ ٱلۡأَرۡضِ إِذَآ أَنتُمۡ تَخۡرُجُونَ,ߊ߬ ߟߊ߫ ( ߛߋߓߊ߯ߦߊ ) ߕߐ߰ߡߊ߬ߛߙߋ ߟߎ߬ ߘߏ߫ ߟߋ߬ ߛߊ߲ ߣߌ߫ ߘߎ߱ ߕߏ ߘߌ߫ ߊ߬ߟߎ߬ ߗߏ߮ ߟߴߊ߬ߟߎ߫ ߟߐ߬ߢߊ ߡߊ߬ ( ߏ߬ ߟߊ߫ )  ߊߟߊ߫ ߓߟߏ߫ ، ߏ߬ ߟߋ ߞߐ߫ ߣߴߊ߬ ߣߊ߬ ߘߴߊߟߎ߫ ߞߟߌ߫ ߞߊ߲߫ ߢߊ߫ ߞߋߟߋ߲߫ ߠߊ߫ ߘߎ߱ ߞߘߐ߫ ߕߎ߬ߡߊ ߡߍ߲ ߸ ߊߟߎ߫ ߘߴߊߟߎ߫ ߦߋ߫ ߓߐ߫ ߟߊ߫ ߘߏߦߌ߲߫,
30,26,وَلَهُۥ مَن فِي ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِۖ كُلّٞ لَّهُۥ قَٰنِتُونَ,ߊ߬ ߕߊ ߟߋ߬ ߣߌߡߊ ߟߎ߬ ߘߌ߫ ߛߊ߲ ߠߎ߬ ߣߌ߫ ߘߎ߱ ߘߐ߫ ߸ ߊ߬ ߞߋ߬ߟߋ߲߬ߞߋ߬ߟߋ߲߬ߠߊ ߞߟߏߣߍ߲߫ ߊ߬ ߦߋ߫ ߟߋ߬,
30,27,وَهُوَ ٱلَّذِي يَبۡدَؤُاْ ٱلۡخَلۡقَ ثُمَّ يُعِيدُهُۥ وَهُوَ أَهۡوَنُ عَلَيۡهِۚ وَلَهُ ٱلۡمَثَلُ ٱلۡأَعۡلَىٰ فِي ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِۚ وَهُوَ ٱلۡعَزِيزُ ٱلۡحَكِيمُ,ߊ߬ߟߋ ߟߋ߬ ߘߊ߲ߠߌ߲ ߠߊߝߟߐ߫ ߟߊ߫ ߞߊ߬ ߓߊ߲߫ ߞߵߊ߬ ߡߊߛߊ߬ߦߌ߬ ߸ ߏ߬ ߣߐ߲߰ߡߊ߲߬ߓߊ ߟߴߊ߬ ߡߊ߬ ، ߡߊ߲߬ߞߕߎ߬ ߞߘߐߕߊ߬ߣߍ߲ ( ߏ߬ ߟߎ߬ ) ߦߴߊ߬ߟߋ ߟߋ߬ ߟߊ߫ ߛߊ߲ ߠߎ߬ ߣߌ߫ ߘߎ߱ ߘߐ߫ ، ߊ߬ߟߋ ߟߋ߫ ߣߌ߬ߣߌ߬ߟߊ ߘߌ߫ ߸ ߥߘߋ߬ߥߘߋ߬ߟߌ߬ߟߊ ߟߋ߬,
30,28,ضَرَبَ لَكُم مَّثَلٗا مِّنۡ أَنفُسِكُمۡۖ هَل لَّكُم مِّن مَّا مَلَكَتۡ أَيۡمَٰنُكُم مِّن شُرَكَآءَ فِي مَا رَزَقۡنَٰكُمۡ فَأَنتُمۡ فِيهِ سَوَآءٞ تَخَافُونَهُمۡ كَخِيفَتِكُمۡ أَنفُسَكُمۡۚ كَذَٰلِكَ نُفَصِّلُ ٱلۡأٓيَٰتِ لِقَوۡمٖ يَعۡقِلُونَ,ߊ߬ ߓߘߊ߫ ߞߏߟߊߒߞߏߡߊ ߘߏ߫ ߟߴߊߟߎ߫ ߦߋ߫ ߊߟߎ߫ ߖߍ߬ߘߍ ߘߐ߫ ߸ ߦߊ߯ߟߊ߫ ߜߙߊ߬ߢߐ߲߮ ߘߏ߫ ߟߎ߫ ߟߋ߬ ߊߟߎ߫ ߟߴߊߟߎ߫ ߓߟߏߡߐ߮ ߟߎ߬ ߘߐ߫ ߓߊ߬ ߸ ߒ ߞߵߊ߬ߟߎ߫ ߤߊ߬ߙߌ߬ߖߍ߰ ߡߍ߲ ߠߊ߫ ߊߟߎ߫ ߣߴߏ߬ ߟߎ߬ ߦߋ߫ ߞߢߊ߫ ߏ߬ ߘߐ߫؟ ߊߟߎ߫ ߦߋ߫ ߕߏ߫ ߛߌߟߊ߲߫ ߠߴߏ߬ ߟߎ߬ ߢߍ߫ ߦߏ߫ ߊߟߎ߫ ߛߌߟߊ߲߫ ߗߏ߮ ߊߟߎ߫ ߢߐ߲߮ ߢߍ߫؟، ߊ߲ ߧߋ߫ ߟߝߊߙߌ ߟߎ߬ ߝߊߙߊ߲ߝߊߛߌ߫ ߟߊ߫ ߡߌ߬ߙߌ߲߬ߘߌ߬ ߤߊ߲ߞߟߌߡߊ ߟߎ߬ ߦߋ߫ ߕߊ߲߬ ߠߋ߬,
30,29,بَلِ ٱتَّبَعَ ٱلَّذِينَ ظَلَمُوٓاْ أَهۡوَآءَهُم بِغَيۡرِ عِلۡمٖۖ فَمَن يَهۡدِي مَنۡ أَضَلَّ ٱللَّهُۖ وَمَا لَهُم مِّن نَّٰصِرِينَ,ߍ߲߬ߍ߲߫ ߸ ߕߐ߬ߢߍ߰ߒߕߋ ߟߎ߫ ߣߵߊ߬ߟߎ߬ ߣߌ ߛߊ߬ߥߏ ߟߋ߬ ߟߊߓߊ߬ߕߏ߬ ߟߊ߫ ߣߌ߫ ߟߐ߲ߠߌ߲߫ ߕߍ߫ ، ߊߟߊ߫ ߣߐ߬ ߡߍ߲ ߠߊߝߟߌ߬ ߟߊ߫ ߖߍߣߍ߲ ߘߴߏ߬ ߞߊ߲ߘߊ߫؟ ߘߍ߬ߡߍ߲߬ߓߊ߯ ߟߎ߫ ߘߏ߲߬ ߕߍ߫ ߊ߬ߟߎ߬ ߟߊ߫,
30,30,فَأَقِمۡ وَجۡهَكَ لِلدِّينِ حَنِيفٗاۚ فِطۡرَتَ ٱللَّهِ ٱلَّتِي فَطَرَ ٱلنَّاسَ عَلَيۡهَاۚ لَا تَبۡدِيلَ لِخَلۡقِ ٱللَّهِۚ ذَٰلِكَ ٱلدِّينُ ٱلۡقَيِّمُ وَلَٰكِنَّ أَكۡثَرَ ٱلنَّاسِ لَا يَعۡلَمُونَ,ߌ ߢߘߊ ߓߍ߲߬ ߣߊߡߎ߲ ߡߊ߬ ߟߋ߬ ߖߐ߲ߖߐ߲߫ ߸ ߊߟߊ߫ ߟߊ߫ ߘߊ߲ߢߊ (ߞߎ߲߬ߓߋ) ߞߊ߬ߣߌ߲߫ ߸ ߊ߬ ߞߊ߬ ߡߐ߱ ߟߎ߬ ߘߊ߲߫ ߢߊ ߡߍ߲ ߞߊ߲߬ (ߞߎ߲߬ߓߋ ߘߌ߫)، ߡߝߊ߬ߟߋ߲߬ߠߌ߲߫ ߘߏ߲߬ ߕߍ߫ ߊߟߊ߫ ߟߊ߫ ߘߊ߲ߠߌ߲ ߘߐ߫، ߏ߬ ߟߋ ߦߋ߫ ߣߊߡߎ߲߫ ߕߋߟߋ߲ߣߍ߲ ߘߌ߫ ، ߞߏ߬ߣߌ߲߬ ߡߐ߱ ߝߊ߲߬ߓߊ ߕߴߏ߬ ߟߐ߲߫ ߠߊ߫,
30,31,۞ مُنِيبِينَ إِلَيۡهِ وَٱتَّقُوهُ وَأَقِيمُواْ ٱلصَّلَوٰةَ وَلَا تَكُونُواْ مِنَ ٱلۡمُشۡرِكِينَ,( ߊߟߎ߯ ߞߍ߫ ) ߖߘߍ߬ߟߛߊ߬ߦߌ߬ߓߊ߯ ߟߎ߫ ߘߴߊ߬ ߡߊ߬ ߞߵߊߟߎ߫ ߝߊ߲ߕߊ߲߬ߞߴߊ߬ ߡߊ߬ ، ߊ߬ ߣߴߊߟߎ߫ ߦߋ߫ ߛߊߟߌ ߟߐ߬ ، ߊߟߎ߫ ߞߊߣߊ߬ ߞߍ߫ ߡߊ߰ߙߌ߬ߜߙߊ߬ߟߊ ߟߎ߬ ߝߋ߲߫ߘߌ߫ ߘߋ߬,
30,32,مِنَ ٱلَّذِينَ فَرَّقُواْ دِينَهُمۡ وَكَانُواْ شِيَعٗاۖ كُلُّ حِزۡبِۭ بِمَا لَدَيۡهِمۡ فَرِحُونَ,ߡߍ߲ ߠߎ߫ ߣߵߊ߬ߟߎ߬ ߟߊ߫ ߣߊߡߎ߲ ߝߘߊߝߘߊ߫ ߟߊ߫ ߞߊ߬ߣߌ߲߫ ߞߊ߬ ߞߍ߫ ߘߍ߬ߞߙߎ ߟߎ߬ ߘߌ߫ ، ߞߙߎߞߊ ߓߍ߯ ߣߌߛߐߘߌߦߊߣߍ߲߫ ߊ߬ ߕߊ߫ ߞߏ߫ ߟߊ߫,
