surah,ayah,arabic_text,translation,footnotes
36,11,إِنَّمَا تُنذِرُ مَنِ ٱتَّبَعَ ٱلذِّكۡرَ وَخَشِيَ ٱلرَّحۡمَٰنَ بِٱلۡغَيۡبِۖ فَبَشِّرۡهُ بِمَغۡفِرَةٖ وَأَجۡرٖ كَرِيمٍ,ߌ ߦߋ߫ ߖߊ߬ߛߙߋ߬ߡߊ߬ߟߊ ߞߍ߫ ߟߊ߫ ߡߐ߰ ߟߋ߬ ߦߋ߫ ߡߍ߲ ߦߋ߫ ߞߊ߬ߥߊ߲߬ߘߌ߬ߞߊ߲ ߟߊߓߊ߬ߕߏ߬ ߟߊ߫ ߸ ߊ߬ ߣߴߊ߬ ߢߍ߬ߣߍ߲߬ߕߐ߬ߦߊ߬ ߘߊ߫ ߡߊ߬ߤߌ߬ߣߊ߬ߟߊ ߦߋ߫ ߘߏ߲߰ ߘߐ߫ ߸ ߏ߬ ߟߊߛߍߥߊ߫ ߡߊ߬ߞߕߏ߬ߟߌ ߣߌ߫ ߓߙߊ߬ߖߌ߬ ߞߟߊߒߞߋ ߟߊ߫,
36,12,إِنَّا نَحۡنُ نُحۡيِ ٱلۡمَوۡتَىٰ وَنَكۡتُبُ مَا قَدَّمُواْ وَءَاثَٰرَهُمۡۚ وَكُلَّ شَيۡءٍ أَحۡصَيۡنَٰهُ فِيٓ إِمَامٖ مُّبِينٖ,ߒ߬ߠߎ߫ ߸ ߊ߲ߠߎ߫ ߞߊ߬ߣߌ߲߫ ، ߊ߲ ߧߋ߫ ߛߎ߭ ߟߎ߬ ߟߊߣߌߡߦߊ߫ ߟߊ߫ ߸ ߊ߬ ߣߴߊ߲ ߧߴߊ߬ߟߎ߬ ߟߊ߫ ߓߊ߯ߙߊ߫ ߢߍߓߌ߬ߟߊ߬ߣߍ߲ ߠߎ߬ ߛߓߍ߫ ߟߊ߫ ߸ ߊ߬ ߣߴߊ߬ߟߎ߫ ߝߏ߲߬ߝߏ߲ ߠߎ߬ ، ߊ߲ ߣߊ߬ ߝߋ߲ ߓߍ߯ ߡߊߘߊ߲߫ ߠߊ߫ ߟߋ߬ ߟߍߙߊ߫ ߘߐߜߍ ߞߣߐ߫ ߞߐߘߍ߫,
36,13,وَٱضۡرِبۡ لَهُم مَّثَلًا أَصۡحَٰبَ ٱلۡقَرۡيَةِ إِذۡ جَآءَهَا ٱلۡمُرۡسَلُونَ,ߘߎ߰ ߘߏ߲ߞߏ ߟߎ߫ ߖߊ߲߬ߖߏ߲ ߛߊ߲߬ߘߊ ߟߴߊ߬ߟߎ߬ ߦߋ߫ ߸ ߕߎ߬ߡߊ ߡߍ߲ ߞߋߟߊ ߟߎ߫ ߣߊ߬ ߘߴߏ߬ ߟߎ߫ ߡߊ߬,
36,14,إِذۡ أَرۡسَلۡنَآ إِلَيۡهِمُ ٱثۡنَيۡنِ فَكَذَّبُوهُمَا فَعَزَّزۡنَا بِثَالِثٖ فَقَالُوٓاْ إِنَّآ إِلَيۡكُم مُّرۡسَلُونَ,ߊ߲ ߞߊ߬ ߝߌ߬ߟߊ߬ ߗߋ߫ ߏ߬ ߟߎ߫ ߡߊ߬ ߡߍ߲ߞߍ߭ ߸ ߏ߬ ߟߎ߫ ߞߵߏ߬ ߟߎ߬ ߡߊߛߐ߬ߛߐ߬ ߸ ߊ߲ ߞߵߊ߬ߟߎ߫ ߝߊ߲߬ߞߊߘߏ߲߬ ߛߓߊߣߊ߲ ߠߊ߫ ߏ߬ ߟߋ ߘߐ߫ ߸ ߊ߬ߟߎ߬ ߞߊ߲߫ ߞߏ߫ ߒ߬ߠߎ߬ ߗߋߣߍ߲߫ ߊߟߎ߫ ߡߊ߬ ߟߋ߬,
36,15,قَالُواْ مَآ أَنتُمۡ إِلَّا بَشَرٞ مِّثۡلُنَا وَمَآ أَنزَلَ ٱلرَّحۡمَٰنُ مِن شَيۡءٍ إِنۡ أَنتُمۡ إِلَّا تَكۡذِبُونَ,ߘߎ߰ ߟߊ߬ ߡߐ߮ ߟߎ߬ ߞߊ߲߫ ߸ ߞߏ߫ ߊߟߎ߫ ߕߍ߫ ߝߏߦߌ߬ ߘߌ߫ ߝߏ߫ ߊ߲ ߢߐ߲߰ ߡߐ߰ ، ߡߊ߬ߤߌ߬ߣߊ߬ߟߊ ߝߣߊ߫ ߡߊ߫ ߝߏߦߌ߬ ߟߊߖߌ߰ ، ߊߟߎ߫ ߕߍ߫ ߝߏߦߌ߫ ߟߋ߬ ߘߌ߫ ߝߏ߫ ߊߟߎ߫ ߦߋ߫ ߥߎߦߊ߫ ߝߐ ߡߍ߲ ߠߊ߫,
36,16,قَالُواْ رَبُّنَا يَعۡلَمُ إِنَّآ إِلَيۡكُمۡ لَمُرۡسَلُونَ,ߞߋߟߊ ߟߎ߬ ߞߊ߲߫ ߸ ߞߏ߫ ߊ߲ ߡߊ߰ߙߌ ߞߵߊ߬ ߟߐ߲߫ ߖߐ߫ ߞߏ߫ ߒ߬ߠߎ߬ ߗߋߣߍ߲߫ ߊߟߎ߫ ߡߊ߬ ߟߋ߬,
36,17,وَمَا عَلَيۡنَآ إِلَّا ٱلۡبَلَٰغُ ٱلۡمُبِينُ,ߝߏߦߌ߬ ߕߍ߫ ߒ߬ߠߎ߫ ߡߊ߬ ߝߏ߫ ߟߊ߬ߛߋ߬ߟߌ߫ ߘߐߞߣߍߣߍ߲,
36,18,قَالُوٓاْ إِنَّا تَطَيَّرۡنَا بِكُمۡۖ لَئِن لَّمۡ تَنتَهُواْ لَنَرۡجُمَنَّكُمۡ وَلَيَمَسَّنَّكُم مِّنَّا عَذَابٌ أَلِيمٞ,ߘߎ߰ ߟߊ߬ ߡߐ߮ ߟߎ߬ ߞߊ߲߫ ߞߏ߫ ߊ߲ ߓߘߊ߫ ߣߐ߬ߙߐ ߛߌ߰ ߊߟߎ߫ ߟߊ߫ ، ߏ߬ ߘߐ߫ ߣߴߊߟߎ߫ ߡߊ߫ ߝߘߊ߫ ߊ߲ ߘߴߊߟߎ߫ ߞߙߎ߬ߟߊ߬ߓߏ߲߫ ߠߋ߬ ߘߍ߯ ߸ ߖߊ߲߰ߞߕߊ߬ ߘߌߡߌ߲ߣߍ߲ ߝߣߊ߫ ߘߌ߫ ߡߊ߰ ߊߟߎ߫ ߟߊ߫ ߒ߬ ߓߟߏ߫ ߟߋ߬ ߘߍ߯,
36,19,قَالُواْ طَٰٓئِرُكُم مَّعَكُمۡ أَئِن ذُكِّرۡتُمۚ بَلۡ أَنتُمۡ قَوۡمٞ مُّسۡرِفُونَ,ߞߋߟߊ ߟߎ߬ ߞߊ߲߫ ߞߏ߫ ߊߟߎ߫ ߟߊ߫ ߣߐ߬ߙߐ ߦߴߊߟߎ߫ ߖߍ߬ߘߍ ߟߋ߫ ߡߊ߬ ، ߋ߫ ߸ ߞߏ߫ ߊߟߎ߫ ߓߘߊ߫ ߞߊ߬ߥߊ߲߬ߘߌ߫ ߓߊ߬؟ ߍ߲߬ߍ߲߫ ߸ ߊߟߎ߫ ߦߋ߫ ߡߌ߬ߙߌ߲߬ߘߌ߫ ߘߊ߲߬ߠߊߕߊ߬ߡߌ߲߬ߣߍ߲ ߠߎ߫ ߟߋ߬ ߘߌ߫ ߓߏ߬,
36,20,وَجَآءَ مِنۡ أَقۡصَا ٱلۡمَدِينَةِ رَجُلٞ يَسۡعَىٰ قَالَ يَٰقَوۡمِ ٱتَّبِعُواْ ٱلۡمُرۡسَلِينَ,ߗߍ߭ ߘߏ߫ ߞߊߟߌߦߊߡߍߣߍ߲ߕߐ ߣߊ߬ ߘߊ߫ ߞߊ߬ ߓߐ߫ ߛߏߘߊ ߟߊ߫ ߸ ߏ߬ ߞߊ߲߫ ߞߏ߫ ߒ ߓߊߘߋ߲ ߠߎ߬ ߊߟߎ߫ ߦߋ߫ ߕߎ߲߰ ߞߋߟߊ ߟߎ߬ ߟߊ߫ ߤߊ߲߫߹,
36,21,ٱتَّبِعُواْ مَن لَّا يَسۡـَٔلُكُمۡ أَجۡرٗا وَهُم مُّهۡتَدُونَ,ߊߟߎ߫ ߦߋ߫ ߕߎ߲߰ ߡߐ߰ ߟߊ߫߸ ߡߍ߲ ߕߍ߫ ߊߟߎ߫ ߕߙߊ߫ ߟߊ߫ ߛߙߊ߬ ߟߊ߫ ߸ ߊ߬ߟߎ߫ ߘߏ߲߬ ߞߊ߲ߘߊߣߍ߲߫,
36,22,وَمَالِيَ لَآ أَعۡبُدُ ٱلَّذِي فَطَرَنِي وَإِلَيۡهِ تُرۡجَعُونَ,ߡߎ߲߬ ߦߋ߫ ߒߠߋ ߟߊ߫ ߒ ߕߍ߫ ߝߋ߲߫ ߓߊ߬ߕߏ߬ ߡߍ߲ ߞߊ߬ ߒ ߛߌ߲ߘߌ߫ ߸ ߊߟߎ߫ ߟߊߛߊ߬ߦߌ߬ߕߐ߫ ߏ߬ ߡߍ߲ ߡߊ߬؟,
36,23,ءَأَتَّخِذُ مِن دُونِهِۦٓ ءَالِهَةً إِن يُرِدۡنِ ٱلرَّحۡمَٰنُ بِضُرّٖ لَّا تُغۡنِ عَنِّي شَفَٰعَتُهُمۡ شَيۡـٔٗا وَلَا يُنقِذُونِ,ߊ߬ ߝߐ߫ ߒ ߘߌ߫ ߒ ߓߟߏߞߍ߫ ߡߊ߰ߙߌ߬ ߜߘߍ߫ ߟߎ߫ ߟߊ߫ ߞߵߏ߬ ߕߏ߫؟ ߣߌ߫ ߡߊ߬ߤߌ߬ߣߊ߬ߟߊ ߢߌߣߌ߲߫ ߘߊ߫ ߕߙߐߦߊ߫ ߡߊ߬ ߒ ߧߋ߫ ߏ߬ ߟߎ߬ ߟߊ߫ ߛߟߏ߬ߣߊ߬ߟߌ ߕߍ߫ ߝߏߦߌ߫ ߢߊ߬ ߟߊ߫ ߒ ߧߋ߫ ߸ ߊ߬ߟߎ߫ ߘߏ߲߬ ߕߍ߫ ߒ ߠߊߞߛߌ߫ ߟߊ߫,
36,24,إِنِّيٓ إِذٗا لَّفِي ضَلَٰلٖ مُّبِينٍ,ߤߊ߲߫߸ ߒߠߋ ߦߋ߫ ߝߟߌ߬ ߘߐ߬ߜߍ߫ ߟߋ߬ ߘߐ߫ ߏ ߕߎ߬ߡߊ ߘߋ߬߹,
36,25,إِنِّيٓ ءَامَنتُ بِرَبِّكُمۡ فَٱسۡمَعُونِ,ߒߠߋ ߓߘߊ߫ ߟߴߊߟߎ߫ ߡߊ߰ߙߌ ߟߊ߫ ߸ ߒ߬ߓߵߊߟߎ߫ ߦߴߊߟߎ߫ ߕߟߏߡߊߟߐ߬ ߒ ߠߊ߫,
36,26,قِيلَ ٱدۡخُلِ ٱلۡجَنَّةَۖ قَالَ يَٰلَيۡتَ قَوۡمِي يَعۡلَمُونَ,ߊ߬ ߝߐ߫ ߘߴߏ߬ ߡߊ߬ ߞߏ߫ ߘߏ߲߬ ߣߊߞߐ ߘߐ߫ ، ߊ߬ ߞߊ߲߫ ߸ ߞߏ߫ ߒ ߡߌ߬ߙߌ߲߬ߘߌ ߟߎ߫ ߕߎ߲߬ ߓߍ߫ ߊ߬ ߟߐ߲߫ ߠߊ߫ ߛߊ߫߹,
36,27,بِمَا غَفَرَ لِي رَبِّي وَجَعَلَنِي مِنَ ٱلۡمُكۡرَمِينَ,ߒ ߡߊ߰ߙߌ ߣߐ߬ ߡߊ߬ߞߕߏ߬ߟߌ ߞߍ߫ ߟߊ߫ ߒ ߧߋ߫ ߢߊ ߡߍ߲ ߞߊ߬ ߒ ߞߍ߫ ߡߊ߬ߓߏ߲߬ߧߊ߬ߣߍ߲ ߠߎ߬ ߘߏ߫ ߘߌ߫,
36,28,۞ وَمَآ أَنزَلۡنَا عَلَىٰ قَوۡمِهِۦ مِنۢ بَعۡدِهِۦ مِن جُندٖ مِّنَ ٱلسَّمَآءِ وَمَا كُنَّا مُنزِلِينَ,ߒ߬ ߡߊ߫ ߞߟߍ߬ߓߏ߬ߟߏ߲߬ ߛߌ߫ ߟߊߖߌ߰ ߊ߬ ߡߌ߬ߙߌ߲߬ߘߌ ߡߵߊ߬ߟߋ ߞߐ߫ ߞߊ߬ ߓߐ߫ ߛߊ߲ ߡߊ߬ ߏ߬ ߞߐ߫ ߸ ߊ߲ ߖߘߍ߬ ߡߊ߫ ߞߍ߫ ߟߊ߬ߖߌ߰ߟߌ߬ߓߊ߯ ߘߌ߫ ߟߋ߬,
36,29,إِن كَانَتۡ إِلَّا صَيۡحَةٗ وَٰحِدَةٗ فَإِذَا هُمۡ خَٰمِدُونَ,ߘߏ߫ ߜߘߍ߫ ߡߊ߫ ߞߍ߫ ߝߏ߫ ߞߎߟߋ߫ ߞߊ߲߫ ߞߋߟߋ߲߫ ߔߋ߫ ߸ ߊ߬ߟߎ߬ ߛߎߡߊ߫ ߘߴߏ߬ ߘߐ߫ ߟߋ߬ ߔߐߍ߯,
36,30,يَٰحَسۡرَةً عَلَى ٱلۡعِبَادِۚ مَا يَأۡتِيهِم مِّن رَّسُولٍ إِلَّا كَانُواْ بِهِۦ يَسۡتَهۡزِءُونَ,ߊ߬ ߘߌ߫ ߞߍ߫ ߣߡߌߛߊ ߘߌ߫ ߖߐ߲߬ ߠߎ߫ ߞߊ߲߬ ߞߟߋ߫ ߸ ߞߋߟߊ߫ ߛߌ߫ ߡߊ߫ ߣߊ߬ ߡߍ߲ ߠߎ߫ ߡߊ߬ ߣߴߊ߬ߟߎ߬ ߡߴߊ߬ߟߎ߬ ߦߟߍߓߐ߫ ߏ߬ ߘߐ߫,
36,31,أَلَمۡ يَرَوۡاْ كَمۡ أَهۡلَكۡنَا قَبۡلَهُم مِّنَ ٱلۡقُرُونِ أَنَّهُمۡ إِلَيۡهِمۡ لَا يَرۡجِعُونَ,ߊ߬ߟߎ߬ ߡߴߊ߬ ߦߋ߫ ߓߊ߬ ߊ߲ ߓߘߊ߫ ߓߐ߲ߛߐ߲ߘߊ߫ ߦߙߌߞߊ ߡߍ߲ ߛߌߟߊߛߵߊ߬ߟߎ߬ ߢߍ߫ ߞߘߐ߬ߡߊ߲߫ ߞߴߏ߬ ߟߎ߬ ߕߍߣߵߊ߬ߟߎ߬ ߞߐߛߊ߬ߦߌ߬ ߟߴߊ߬ߟߎ߫ ߡߊ߬ ߡߎ߬ߕߎ߲߬,
36,32,وَإِن كُلّٞ لَّمَّا جَمِيعٞ لَّدَيۡنَا مُحۡضَرُونَ,ߏ߬ ߟߎ߫ ߞߋ߬ߟߋ߲߬ߞߋ߬ߟߋ߲߬ߠߊ ߝߏߦߌ߬ ߸ ߝߴߏ߬ ߓߍ߯ ߦߋ߫ ߟߊߣߊ߬ ߒ߬ߠߎ߬ ߓߘߊ ߟߋ߬,
36,33,وَءَايَةٞ لَّهُمُ ٱلۡأَرۡضُ ٱلۡمَيۡتَةُ أَحۡيَيۡنَٰهَا وَأَخۡرَجۡنَا مِنۡهَا حَبّٗا فَمِنۡهُ يَأۡكُلُونَ,ߕߊ߰ߛߌ߬ߞߏ ߘߏ߫ ߟߴߊ߬ߟߎ߬ ߦߋ߫ ߘߎ߱ ߛߊ߬ߣߍ߲ ߘߌ߫ ߸ ߊ߲ ߓߘߴߏ߬ ߟߊߣߌߡߦߊ߫ ߞߊ߬ ߢߊ߯ߡߊ߫ ߞߡߊ ߟߎ߬ ߟߊߓߐ߫ ߏ߬ ߘߐ߫ ߸ ߊ߬ߟߎ߬ ߦߴߏ߬ ߘߏ߫ ߘߊߥߎ߲߫ ߠߊ߫,
36,34,وَجَعَلۡنَا فِيهَا جَنَّٰتٖ مِّن نَّخِيلٖ وَأَعۡنَٰبٖ وَفَجَّرۡنَا فِيهَا مِنَ ٱلۡعُيُونِ,ߊ߬ ߣߴߊ߲ ߞߊ߬ ߣߊߞߐ ߟߎ߬ ߞߍ߫ ߊ߬ ߢߊߝߍ߬ ߕߌ߲߬ߖߐ߲ ߠߎ߬ ߣߌ߫ ߖߐ߬ߓߌ߬ߙߋ߲߬ ߛߎ߲ ߠߎ߬ ߘߌ߫ ߸ ߊ߬ ߣߴߊ߲ ߞߊ߬ ߞߐ߬ߢߊ ߟߎ߬ ߟߊߝߎ߲ߘߌ߫ ߊ߬ ߢߊߝߍ߬,
36,35,لِيَأۡكُلُواْ مِن ثَمَرِهِۦ وَمَا عَمِلَتۡهُ أَيۡدِيهِمۡۚ أَفَلَا يَشۡكُرُونَ,ߛߴߊ߬ߟߎ߬ ߘߌ߫ ߘߏ߫ ߘߊߥߎ߲߫ ߏ߬ ߘߋ߲ ߠߎ߬ ߘߐ߫ ߸ ߊ߬ ߣߴߊ߬ߟߎ߫ ߖߍ߬ߘߍ ߓߟߏ ߣߐ߬ ߡߍ߲ ߓߊ߯ߙߊ߫ ߟߊ߫ ، ߊ߬ ߝߐ߫ ߊ߬ߟߎ߬ ߕߍ߫ ߞߏߢߌߡߊߟߐ߲߫ ߞߍ߫ ߟߊ߫؟,
36,36,سُبۡحَٰنَ ٱلَّذِي خَلَقَ ٱلۡأَزۡوَٰجَ كُلَّهَا مِمَّا تُنۢبِتُ ٱلۡأَرۡضُ وَمِنۡ أَنفُسِهِمۡ وَمِمَّا لَا يَعۡلَمُونَ,ߊ߬ ߛߊߣߌ߲ߡߊ߲߫ ߞߟߋ߫ ߸ ߡߍ߲ ߞߊ߬ ߝߌ߬ߟߊ߬ߓߊ ߓߍ߯ ߘߊ߲߫ ߘߎ߱ ߟߊ߫ ߝߋ߲߫ ߠߊߝߍߘߍ߲ߕߊ ߘߐ߫ ߊ߬ ߣߴߊ߬ߟߎ߫ ߖߘߍ߬ߞߎ߲ ߠߎ߬ ߘߐ߫ ߸ ߊ߬ ߣߌ߫ ߝߋ߲߫ ߘߐ߫ ߊ߬ߟߎ߬ ߡߊ߫ ߡߍ߲ ߠߎ߬ ߟߐ߲߫,
36,37,وَءَايَةٞ لَّهُمُ ٱلَّيۡلُ نَسۡلَخُ مِنۡهُ ٱلنَّهَارَ فَإِذَا هُم مُّظۡلِمُونَ,ߕߊ߰ߛߌ߬ߞߏ ߘߏ߫ ߟߴߊ߬ߟߎ߬ ߦߋ߫ ߛߎ ߘߌ߫ ߸ ߊ߲ ߧߋ߫ ߕߟߋ߬ߘߐ߬ߟߊ ߓߏ߬ߛߌ߬ ߟߴߏ߬ ߘߐ߫ ߸ ߘߊ߬ߡߊ߲߬ߛߊ߫ ߌ ߘߴߊ߬ߟߎ߫ ߘߓߌ߬ߦߊ߬ߣߍ߲ ߦߋ߫,
36,38,وَٱلشَّمۡسُ تَجۡرِي لِمُسۡتَقَرّٖ لَّهَاۚ ذَٰلِكَ تَقۡدِيرُ ٱلۡعَزِيزِ ٱلۡعَلِيمِ,ߕߋ߬ߟߋ ߦߋ߫ ߞߎߟߎ߲ߞߎߟߎ߲߫ ߠߊ߫ ߞߊ߬ ߕߊ߯ ߊ߬ ߡߊߞߍ߫ ߦߙߐ ߟߋ߫ ߡߊ߬ ߸ ߏ߬ ߦߋ߫ ߣߌ߬ߣߌ߬ߟߊ ߟߊ߫ ߖߊ߬ߕߋ߬ߦߊ߬ߟߌ ߟߋ߬ ߘߌ߫ ߸ ߟߐ߲ߠߌ߲ߠߊ ߠߋ߬,
36,39,وَٱلۡقَمَرَ قَدَّرۡنَٰهُ مَنَازِلَ حَتَّىٰ عَادَ كَٱلۡعُرۡجُونِ ٱلۡقَدِيمِ,ߊ߲ ߞߊ߬ ߞߊߙߏ ߝߣߊ߫ ߖߊ߬ߕߋ߬ߦߊ߫ ߛߌ߬ߛߊ߮ ߟߎ߬ ߘߌ߫ ߸ ߝߏ߫ ߊ߬ ߣߊ߬ ߘߊ߫ ߛߊ߬ߦߌ߲߫ ߦߏ߫ ߕߌ߲߬ߖߐ߲ ߛߌ߲ߞߟߊ߫ ߞߘߐ߬ߣߍ߲ ߠߋ߬,
36,40,لَا ٱلشَّمۡسُ يَنۢبَغِي لَهَآ أَن تُدۡرِكَ ٱلۡقَمَرَ وَلَا ٱلَّيۡلُ سَابِقُ ٱلنَّهَارِۚ وَكُلّٞ فِي فَلَكٖ يَسۡبَحُونَ,ߊ߬ ߕߍ߫ ߓߍ߲߬ ߕߋ߬ߟߋ ߡߊ߬ ߞߊ߬ ߞߍ߫ ߞߊߙߏ ߘߐ߫ ߸ ߥߟߊ߫ ߛߎ ߦߋ߫ ߞߐ߲߰ ߕߟߋ߬ߘߐ߬ߟߊ ߢߍ߫ ، ߓߊ ߊ߬ ߓߍ߯ ߦߋ߫ ߞߊߡߊ߲ ߠߋ߬ ߞߣߐ߫ ߞߎߟߎ߲ߞߎߟߎ߲ ߠߊ߬,
36,41,وَءَايَةٞ لَّهُمۡ أَنَّا حَمَلۡنَا ذُرِّيَّتَهُمۡ فِي ٱلۡفُلۡكِ ٱلۡمَشۡحُونِ,ߕߊ߰ߛߌ߬ߞߏ ߘߏ߫ ߟߴߊ߬ߟߎ߬ ߦߋ߫ ߸ ߊ߲ߠߎ߫ ߟߋ߫ ߞߵߊ߬ߟߎ߬ ߓߐߛߎ߲ ߠߎ߫ ߕߊ߬ ߞߎߟߎ߲߫ ߖߛߐߣߍ߲ ߞߣߐ߫,
36,42,وَخَلَقۡنَا لَهُم مِّن مِّثۡلِهِۦ مَا يَرۡكَبُونَ,ߊ߲ ߞߵߏ ߢߐ߲߰ ߜߘߍ߫ ߘߊ߲߫ ߡߊ߬ߘߏ߬ߣߌ߲߬ߝߋ߲ ߘߌ߫ ߊ߬ߟߎ߬ ߦߋ߫,
36,43,وَإِن نَّشَأۡ نُغۡرِقۡهُمۡ فَلَا صَرِيخَ لَهُمۡ وَلَا هُمۡ يُنقَذُونَ,ߣߴߊ߬ ߞߊ߬ ߒ߬ ߘߌߦߊ߫ ߒ߬ ߘߴߊ߬ߟߎ߬ ߟߊߕߏ߫ ߖߌ ߘߐ߫ ߸ ߡߊ߬ߜߍ߲߬ߓߊ߯ ߕߍ߫ ߞߍ߫ ߊ߬ߟߎ߬ ߟߊ߫ ߸ ߊ߬ߟߎ߫ ߘߏ߲߬ ߕߍ߫ ߟߊߞߛߌ߫,
36,44,إِلَّا رَحۡمَةٗ مِّنَّا وَمَتَٰعًا إِلَىٰ حِينٖ,ߝߏ߫ ߤߌߣߊ ߟߊ߫ ߘߋ߬ ߞߊ߬ ߝߘߊ߫ ߒ߬ ߟߊ߫ ߸ ߊ߬ ߣߌ߫ ߘߊ߰ߡߎ߲ ߤߊ߲߯ ߕߎ߬ߡߊ߬ߣߍ߲߫,
