surah,ayah,arabic_text,translation,footnotes
108,1,إِنَّآ أَعۡطَيۡنَٰكَ ٱلۡكَوۡثَرَ, Biz sana Kevser'i verdik.,
108,2,فَصَلِّ لِرَبِّكَ وَٱنۡحَرۡ, Öyleyse sen de Rabbin için namaz kıl ve kurban kes!,
108,3,إِنَّ شَانِئَكَ هُوَ ٱلۡأَبۡتَرُ, Gerçek şu ki sana kin besleyen kesiktir.,
