surah,ayah,arabic_text,translation,footnotes
108,1,إِنَّآ أَعۡطَيۡنَٰكَ ٱلۡكَوۡثَرَ,"(Ɔkͻmhyεni), Yakyε wo akyεdeε a εdͻͻso.",
108,2,فَصَلِّ لِرَبِّكَ وَٱنۡحَرۡ,Enti fa wo mpaebͻ ma wo Wura Nyankopͻn na bͻ okum afͻdeε.,
108,3,إِنَّ شَانِئَكَ هُوَ ٱلۡأَبۡتَرُ,"Nokorε sε, obia ͻtan woͻ no, ͻno na ͻyε ͻkͻntεkorͻ a n’ase ahyeε.",
