surah,ayah,arabic_text,translation,footnotes
97,1,إِنَّآ أَنزَلۡنَٰهُ فِي لَيۡلَةِ ٱلۡقَدۡرِ,همانا ما آن [قرآن] را در شب قدر نازل کردیم.,
97,2,وَمَآ أَدۡرَىٰكَ مَا لَيۡلَةُ ٱلۡقَدۡرِ,و تو چه دانی شب قدر چیست؟,
97,3,لَيۡلَةُ ٱلۡقَدۡرِ خَيۡرٞ مِّنۡ أَلۡفِ شَهۡرٖ,شب قدر، بهتر از هزار ماه است.,
97,4,تَنَزَّلُ ٱلۡمَلَٰٓئِكَةُ وَٱلرُّوحُ فِيهَا بِإِذۡنِ رَبِّهِم مِّن كُلِّ أَمۡرٖ,فرشتگان و روح [= جبرئیل] در آن [شب،] به فرمان پروردگارشان برای [انجام] هر کاری نازل می‌شوند.,
97,5,سَلَٰمٌ هِيَ حَتَّىٰ مَطۡلَعِ ٱلۡفَجۡرِ,[آن شب] تا طلوع فجر، سلامت [و رحمت] است.,
