surah,ayah,arabic_text,translation,footnotes
108,1,إِنَّآ أَعۡطَيۡنَٰكَ ٱلۡكَوۡثَرَ,"Por certo, Nós te demos Al-Kawthar.",
108,2,فَصَلِّ لِرَبِّكَ وَٱنۡحَرۡ,"Então, ora a teu Senhor e imola as oferendas.",
108,3,إِنَّ شَانِئَكَ هُوَ ٱلۡأَبۡتَرُ,"Por certo, quem te odeia será ele o sem posteridade.",
